Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
110,hen you keep sampling from the true distribution p,"','",0.218919,2.192,2,'_',0.429245,"','",0.218919,'(',0.032616,' and',0.030444,"' ,'",0.027159,' to',0.026952,' (',0.019404,' then',0.014987,' in',0.011686,' you',0.010136
111,"en you keep sampling from the true distribution p,",' KL',0.000883,10.145,not_in_top10,' you',0.347139,' the',0.156789,' then',0.062838,' it',0.040108,' your',0.035343,' p',0.033869,' and',0.029245,' a',0.016492,' there',0.015324,' ...',0.014430
112,"you keep sampling from the true distribution p, KL",' divergence',0.692402,0.530,1,' divergence',0.692402,' is',0.036120,' will',0.026873,' diver',0.025652,' can',0.007698,' convergence',0.006122,' (',0.004416,' distance',0.003603,' gives',0.003549,' has',0.003447
113,"mpling from the true distribution p, KL divergence",' tells',0.003332,8.229,not_in_top10,' is',0.146286,' will',0.111228,' becomes',0.053371,' can',0.038285,' increases',0.028438,' gets',0.027772,' measures',0.027451,' decreases',0.017696,' tends',0.014547,' goes',0.013605
114," from the true distribution p, KL divergence tells",' you',0.867829,0.205,1,' you',0.867829,' us',0.059628,' the',0.019567,' how',0.009328,' a',0.006750,' your',0.005081,' what',0.002347,' whether',0.001689,' if',0.001670,' me',0.001459
115,"m the true distribution p, KL divergence tells you",' how',0.216753,2.206,2,' that',0.255267,' how',0.216753,' what',0.072081,' the',0.066937,' where',0.051970,' whether',0.040841,' if',0.029868,' about',0.026367,' exactly',0.026327,' a',0.026134
116,"e true distribution p, KL divergence tells you how",' fast',0.011181,6.483,9,' well',0.508351,' much',0.111301,' far',0.101540,' closely',0.051998,' close',0.046983,' many',0.018752,' strongly',0.016504,' good',0.011563,' fast',0.011181,' long',0.007393
117,"e distribution p, KL divergence tells you how fast",' you',0.128029,2.965,3,' the',0.284084,' a',0.166352,' you',0.128029,' it',0.057907,' your',0.057636,' that',0.031102,' one',0.024363,' p',0.018182,' something',0.014076,' an',0.013334
118,"stribution p, KL divergence tells you how fast you",' can',0.234545,2.092,1,' can',0.234545,"""'re""",0.150161,' are',0.146502,' want',0.043241,"""'ve""",0.038272,' should',0.036021,' have',0.034868,"""'ll""",0.032606,' get',0.028190,' got',0.021824
119,"bution p, KL divergence tells you how fast you can",' figure',0.000618,10.660,not_in_top10,' get',0.207958,' fit',0.045820,' make',0.044602,' sample',0.026633,' move',0.025002,' see',0.023899,' go',0.018612,' keep',0.017105,' pull',0.016972,' reach',0.015197
120,"p, KL divergence tells you how fast you can figure",' out',0.798899,0.324,1,' out',0.798899,' the',0.063060,' it',0.032983,' a',0.021720,' your',0.009971,' something',0.006662,' things',0.005381,' that',0.004386,' p',0.003558,' an',0.003410
121,L divergence tells you how fast you can figure out,' you',0.000672,10.539,not_in_top10,' the',0.308148,' how',0.172221,' a',0.091349,' what',0.083908,' where',0.075263,' which',0.063278,' whether',0.015980,' that',0.015733,' your',0.012185,' if',0.010708
122,vergence tells you how fast you can figure out you,"""'re""",0.340961,1.552,1,"""'re""",0.340961,' can',0.156637,' have',0.115345,' are',0.067034,"""'ve""",0.063416,' don',0.019374,' need',0.018167,' should',0.015692,' got',0.015580,' want',0.015378
123,gence tells you how fast you can figure out you're,' sampling',0.086059,3.539,2,' in',0.096662,' sampling',0.086059,' getting',0.057511,' at',0.043697,' missing',0.042991,' not',0.038381,' going',0.026205,' right',0.024799,' on',0.023025,' doing',0.019521
124,ls you how fast you can figure out you're sampling,' from',0.360722,1.471,1,' from',0.360722,' the',0.073507,' a',0.056609,' at',0.045493,'.',0.039413,' right',0.029485,' correctly',0.028295,' too',0.016111,' in',0.014637,' wrong',0.014387
125,u how fast you can figure out you're sampling from,' p',0.041700,4.584,4,' the',0.445015,' a',0.181246,' one',0.059671,' p',0.041700,' that',0.018112,' an',0.015303,' two',0.014898,' it',0.009989,' different',0.009062,' both',0.008679
126,how fast you can figure out you're sampling from p,' and',0.017519,5.835,6,'_',0.294891,'.',0.188959,"','",0.099908,' at',0.024268,' 1',0.022180,' and',0.017519,' in',0.016736,' (',0.016121,'(',0.014421,'-',0.013586
127,fast you can figure out you're sampling from p and,' not',0.040464,4.627,5,' how',0.128856,' the',0.046499,' then',0.044340,' vice',0.044065,' not',0.040464,' that',0.039416,' you',0.037010,' what',0.031756,' where',0.029453,' p',0.018106
128, you can figure out you're sampling from p and not,' some',0.001863,9.068,not_in_top10,' from',0.670148,' p',0.108360,' the',0.048182,' just',0.010467,' a',0.008242,' what',0.007987,' between',0.005485,' how',0.005159,' being',0.004998,' in',0.004351
129,can figure out you're sampling from p and not some,' other',0.203656,2.296,1,' other',0.203656,' random',0.117406,' arbitrary',0.057329,' kind',0.012697,' imaginary',0.011396,' sort',0.010210,' distant',0.008916,' more',0.007729,' distribution',0.007596,' weird',0.007521
130,gure out you're sampling from p and not some other,' distribution',0.426785,1.228,1,' distribution',0.426785,' way',0.022624,' random',0.014398,' point',0.011514,' value',0.009371,"','",0.008477,' variable',0.006422,' source',0.006068,' model',0.005883,' distributions',0.005834
131,re sampling from p and not some other distribution,' q',0.002001,8.965,not_in_top10,'.',0.436092,"','",0.071047,' p',0.067005,' that',0.061851,' (',0.033577,' of',0.028568,' in',0.017636,' or',0.014342,' with',0.014116,' at',0.012671
132, sampling from p and not some other distribution q,'.',0.597049,0.744,1,'.',0.597049,"','",0.076093,'_',0.070733,':',0.048886,' (',0.016040,'(',0.013572,' .',0.009500,' in',0.007616,' which',0.007109,' that',0.006910
133,sampling from p and not some other distribution q.,' Small',0.000024,15.350,not_in_top10,'\n',0.277502,' So',0.079489,' If',0.057224,' This',0.051452,' The',0.044646,' In',0.036606,' That',0.034145,' But',0.032952,' For',0.028637,' You',0.024204
134,ng from p and not some other distribution q. Small,' KL',0.000347,11.492,not_in_top10,'er',0.360245,' sample',0.103226,' samples',0.079729,' deviations',0.043144,' sampling',0.021494,' differences',0.014820,"','",0.014036,'-',0.013447,' changes',0.013105,' numbers',0.012525
135,from p and not some other distribution q. Small KL,' means',0.003525,8.148,not_in_top10,' divergence',0.424926,' distances',0.039704,' distributions',0.037731,' diver',0.020452,' differences',0.017357,'-',0.014560,' distance',0.012455,' values',0.012110,' deviations',0.011876,' is',0.011127
136, and not some other distribution q. Small KL means,' that',0.344728,1.536,1,' that',0.344728,' you',0.234631,' a',0.035960,' the',0.035583,' less',0.017909,' your',0.014119,' it',0.012922,' there',0.011448,' more',0.010299,' small',0.010259
137,not some other distribution q. Small KL means that,' q',0.009453,6.725,not_in_top10,' you',0.261091,' the',0.117498,' if',0.067076,' your',0.050856,' when',0.034872,' it',0.028544,' there',0.025636,' a',0.024770,' p',0.019534,"','",0.018034
138,t some other distribution q. Small KL means that q,' is',0.381855,1.389,1,' is',0.381855,'_',0.206174,' =',0.038306,' can',0.022976,'(',0.021945,' has',0.017588,'-',0.015262,' doesn',0.012852,' isn',0.012383,'=',0.012364
139,ome other distribution q. Small KL means that q is,' a',0.044008,4.506,2,' not',0.050800,' a',0.044008,' very',0.038041,' the',0.033978,' much',0.029241,' less',0.026200,' small',0.021864,' too',0.019613,' only',0.019578,' just',0.014710
140,e other distribution q. Small KL means that q is a,' pretty',0.009269,6.753,not_in_top10,' bit',0.054609,' very',0.053132,' small',0.048054,' little',0.029384,' constant',0.027422,' good',0.022391,' better',0.014839,' distribution',0.013925,' more',0.013116,' function',0.011426
141, distribution q. Small KL means that q is a pretty,' good',0.230906,2.115,1,' good',0.230906,' big',0.117541,' small',0.065253,' large',0.036684,' close',0.031974,' weak',0.015363,' strong',0.014970,' simple',0.013601,' narrow',0.012485,' constant',0.012417
142,ribution q. Small KL means that q is a pretty good,' imp',0.000128,12.933,not_in_top10,' approximation',0.279083,' fit',0.131174,' predictor',0.084349,' estimate',0.062942,' guess',0.039688,' distance',0.022930,' model',0.020118,' distribution',0.015001,' choice',0.013841,' representation',0.013153
143,tion q. Small KL means that q is a pretty good imp,'oster',0.001195,9.708,not_in_top10,'utation',0.387542,'rec',0.196629,'uted',0.119949,'orter',0.069521,'urity',0.060749,'ute',0.018797,'le',0.010112,'ressing',0.009989,'ure',0.008384,'red',0.007246
144,q. Small KL means that q is a pretty good imposter,' pretending',0.000001,19.507,not_in_top10,"','",0.159530,'.',0.146480,' for',0.084565,' of',0.054919,' distribution',0.040175,' to',0.033193,' (',0.030111,' and',0.027288,' measure',0.018010,' in',0.013905
145, means that q is a pretty good imposter pretending,' to',0.712679,0.489,1,' to',0.712679,' that',0.072453,' you',0.050975,' it',0.026015,' he',0.022078,' not',0.019798,' the',0.005066,' like',0.004703,' there',0.003328,' q',0.003004
146,ans that q is a pretty good imposter pretending to,' be',0.437804,1.192,1,' be',0.437804,' know',0.101130,' have',0.045657,' sample',0.025331,' see',0.021932,' measure',0.021048,' observe',0.015156,' get',0.014919,' understand',0.014408,' pick',0.014005
147, that q is a pretty good imposter pretending to be,' p',0.035981,4.797,4,' a',0.229061,' from',0.055753,' the',0.044893,' p',0.035981,' an',0.029594,' in',0.027604,' sampling',0.018975,' one',0.015111,' q',0.013038,' on',0.009219
148,hat q is a pretty good imposter pretending to be p,'.',0.233548,2.098,1,'.',0.233548,"','",0.198624,' and',0.082954,' in',0.037080,' at',0.029487,'_',0.026574,' (',0.026114,' .',0.022463,"' ,'",0.020414,' but',0.019903
149,at q is a pretty good imposter pretending to be p.,'\n',0.183913,2.443,1,'\n',0.183913,' But',0.067327,' Small',0.049734,' Large',0.048609,' If',0.045778,' The',0.039141,' A',0.038837,' So',0.031931,' And',0.027052,' This',0.020131
150,"t q is a pretty good imposter pretending to be p.
",'\n',0.999758,0.000,1,'\n',0.999758,'.',0.000061,' (',0.000044,"','",0.000023,':',0.000009,'-',0.000008,' and',0.000007,'<|endoftext|>',0.000007,"' ""'",0.000006,'\n\n',0.000006
151," q is a pretty good imposter pretending to be p.

",'Before',0.001041,9.908,not_in_top10,'So',0.099306,'The',0.059166,'But',0.050349,'Now',0.044131,'In',0.031770,'This',0.028604,'If',0.028301,'Here',0.025031,'To',0.024675,'K',0.023813
152,"a pretty good imposter pretending to be p.

Before",' we',0.484525,1.045,1,' we',0.484525,' you',0.128509,' I',0.042374,' diving',0.018853,' going',0.018410,' looking',0.016368,' moving',0.013602,' getting',0.013499,' the',0.011048,' proceeding',0.008221
153,"retty good imposter pretending to be p.

Before we",' dive',0.084396,3.567,3,' get',0.170089,' go',0.143948,' dive',0.084396,' can',0.080452,' start',0.051308,' move',0.029877,' look',0.018275,' take',0.016941,' do',0.015624,' proceed',0.014388
154," good imposter pretending to be p.

Before we dive",' into',0.603575,0.728,1,' into',0.603575,' in',0.229011,' deeper',0.025377,' right',0.022432,' further',0.018481,' deeply',0.013314,' deep',0.013104,' a',0.009930,' too',0.004773,' back',0.004052
155," imposter pretending to be p.

Before we dive into",' KL',0.052750,4.245,3,' the',0.370966,' this',0.094301,' KL',0.052750,' how',0.032081,' what',0.025038,' some',0.023980,' our',0.023037,' a',0.019099,' these',0.018348,' that',0.017836
156,"poster pretending to be p.

Before we dive into KL","','",0.094457,3.404,2,' divergence',0.625531,"','",0.094457,' and',0.008225,'-',0.007703,"""'s""",0.007561,' analysis',0.005186,' convergence',0.004029,' in',0.003247,' diver',0.003244,' for',0.003154
157,"oster pretending to be p.

Before we dive into KL,",' let',0.424666,1.236,1,' let',0.424666,' we',0.177416,' it',0.056907,' I',0.052994,' you',0.040065,' though',0.031728,' here',0.028491,' a',0.017188,' however',0.014858,' lets',0.013922
158,"r pretending to be p.

Before we dive into KL, let","""'s""",0.936900,0.094,1,"""'s""",0.936900,' me',0.044368,' us',0.016656,' the',0.000130,' we',0.000118,' our',0.000061,' you',0.000056,' this',0.000054,' it',0.000046,' a',0.000040
159,"pretending to be p.

Before we dive into KL, let's",' refresh',0.000309,11.662,not_in_top10,' take',0.138580,' look',0.110216,' consider',0.067123,' talk',0.041129,' get',0.039284,' first',0.036474,' see',0.025757,' start',0.018891,' examine',0.015676,' make',0.014953
160,"ng to be p.

Before we dive into KL, let's refresh",' on',0.015536,6.008,5,' our',0.642773,' the',0.180516,' ourselves',0.022636,' your',0.022572,' on',0.015536,' a',0.011264,' and',0.011014,' some',0.010653,' this',0.008168,' with',0.003589
161,"to be p.

Before we dive into KL, let's refresh on",' Bay',0.000425,11.202,not_in_top10,' the',0.319579,' a',0.106414,' our',0.105411,' what',0.080055,' some',0.077423,' how',0.045043,' this',0.025115,' an',0.019471,' p',0.016173,' one',0.015115
162,"e p.

Before we dive into KL, let's refresh on Bay",'es',0.489193,1.032,2,'esian',0.504903,'es',0.489193,'ley',0.001553,'le',0.000720,'ou',0.000276,'max',0.000274,'h',0.000254,"""'s""",0.000125,'e',0.000114,'ly',0.000086
163,"p.

Before we dive into KL, let's refresh on Bayes","""'""",0.300636,1.734,2,"""'s""",0.385527,"""'""",0.300636,' and',0.040218,'.',0.014438,'-',0.013408,"','",0.010557,'ian',0.010494,' Bay',0.009605,' (',0.008449,' theorem',0.005111
164,".

Before we dive into KL, let's refresh on Bayes'",' theorem',0.115999,3.108,1,' theorem',0.115999,' definition',0.033879,' famous',0.024472,' equation',0.020711,' idea',0.019323,' (',0.016581,' theory',0.016267,' notion',0.011697,' concept',0.011186,"' ""'",0.010977
165,"e we dive into KL, let's refresh on Bayes' theorem",'—',0.002044,8.935,not_in_top10,'.',0.304449,':',0.136241,"','",0.108616,' for',0.064683,' that',0.052782,' and',0.049734,' (',0.026963,' about',0.025321,' in',0.022869,' which',0.018226
166," we dive into KL, let's refresh on Bayes' theorem—",'it',0.078701,3.667,3,'the',0.138174,'that',0.133793,'it',0.078701,'which',0.075466,'and',0.028056,'he',0.026029,'where',0.020077,'a',0.020031,'you',0.018096,'this',0.014841
167,"e dive into KL, let's refresh on Bayes' theorem—it","""'s""",0.571774,0.806,1,"""'s""",0.571774,' is',0.039783,' turns',0.026247,' says',0.022307,' was',0.020260,' seems',0.015297,' has',0.013918,' tells',0.013634,' gives',0.012067,' doesn',0.011657
168,"dive into KL, let's refresh on Bayes' theorem—it's",' how',0.001625,9.265,not_in_top10,' a',0.167581,' the',0.071181,' not',0.046641,' an',0.033127,' just',0.027319,' pretty',0.026821,' true',0.025848,' one',0.018658,' called',0.018134,' still',0.018088
169," into KL, let's refresh on Bayes' theorem—it's how",' you',0.097072,3.365,2,' we',0.155868,' you',0.097072,' well',0.092457,' much',0.092146,' he',0.053841,' the',0.052570,' many',0.033354,' to',0.030505,' a',0.027128,' far',0.014878
170,"o KL, let's refresh on Bayes' theorem—it's how you",' update',0.000289,11.756,not_in_top10,' get',0.116772,' can',0.113820,' measure',0.081894,' know',0.034535,' find',0.029001,' make',0.022655,' define',0.019219,' estimate',0.017927,' tell',0.014942,' do',0.012507
171,et's refresh on Bayes' theorem—it's how you update,' your',0.172905,2.532,2,' a',0.236033,' your',0.172905,' the',0.163064,' an',0.044026,' one',0.018308,' Bay',0.015009,' data',0.013904,' distributions',0.013797,' and',0.011015,' probabilities',0.007535
172,refresh on Bayes' theorem—it's how you update your,' beliefs',0.001166,9.744,not_in_top10,' model',0.141467,' data',0.052861,' distribution',0.041120,' Bay',0.029315,' models',0.025180,' posterior',0.022669,' KL',0.016908,' distributions',0.015805,' k',0.015603,' probability',0.014111
173,on Bayes' theorem—it's how you update your beliefs,' when',0.051281,4.285,3,' about',0.469649,'.',0.091733,' when',0.051281,' in',0.049860,' on',0.039109,' based',0.023846,' if',0.023545,' and',0.022692,' by',0.019949,"','",0.017404
174,yes' theorem—it's how you update your beliefs when,' you',0.600710,0.735,1,' you',0.600710,' your',0.037718,' the',0.034908,' a',0.029934,' something',0.014694,' things',0.011747,' there',0.011245,' they',0.010996,' it',0.009182,' new',0.008735
175, theorem—it's how you update your beliefs when you,' get',0.046709,4.420,4,' change',0.109966,"""'re""",0.080596,' see',0.056925,' get',0.046709,' know',0.042457,' learn',0.028575,' make',0.027747,' find',0.022090,' observe',0.020749,' look',0.020163
176,orem—it's how you update your beliefs when you get,' new',0.024825,5.332,8,' a',0.158000,' closer',0.047952,' stuck',0.042860,' to',0.041288,' close',0.030275,' the',0.027738,' wrong',0.025693,' new',0.024825,' back',0.024240,' an',0.022827
177,—it's how you update your beliefs when you get new,' info',0.001008,9.954,not_in_top10,' data',0.442413,' information',0.228197,' evidence',0.162688,' results',0.019166,' facts',0.012339,' observations',0.006568,' samples',0.005713,' numbers',0.005263,' knowledge',0.005057,' values',0.004154
178, how you update your beliefs when you get new info,'.',0.367201,1.445,1,'.',0.367201,' about',0.304788,' from',0.094298,' on',0.064770,"','",0.021421,' that',0.015779,' (',0.013668,' in',0.013362,':',0.010368,' and',0.010030
179,how you update your beliefs when you get new info.,' Example',0.000110,13.152,not_in_top10,'\n',0.347695,' The',0.053797,' In',0.041316,' Bay',0.038087,' It',0.033218,' This',0.022130,' (',0.021427,' If',0.021012,' You',0.018777,' Here',0.018035
180,update your beliefs when you get new info. Example,':',0.466112,1.101,1,':',0.466112,' 1',0.194655,' 2',0.035349,' of',0.026730,' #',0.024739,' (',0.023854,' 3',0.014802,"','",0.009661,' 5',0.009385,' 4',0.008797
181,pdate your beliefs when you get new info. Example:,' You',0.038664,4.693,5,'\n',0.225987,' Suppose',0.077668,' you',0.046285,' If',0.038759,' You',0.038664,' if',0.038141,' when',0.023741,' When',0.018702,' Say',0.015724,' Bay',0.014907
182,e your beliefs when you get new info. Example: You,"""'ve""",0.027638,5.177,7,' get',0.058310,"""'re""",0.053003,' can',0.040150,' start',0.034948,' have',0.032455,' know',0.030821,"""'ve""",0.027638,' see',0.026688,' say',0.022932,' want',0.017583
183,our beliefs when you get new info. Example: You've,' got',0.133333,2.907,1,' got',0.133333,' been',0.087473,' heard',0.057671,' just',0.057005,' seen',0.047578,' read',0.021812,' found',0.018199,' learned',0.017017,' recently',0.016595,' made',0.015822
184,beliefs when you get new info. Example: You've got,' a',0.394268,1.343,1,' a',0.394268,' an',0.052667,' the',0.041822,' this',0.035463,' your',0.025929,' two',0.024209,' some',0.024045,' to',0.021693,' data',0.012814,' information',0.008493
185,liefs when you get new info. Example: You've got a,' coin',0.001062,9.878,not_in_top10,' bunch',0.049437,' new',0.032124,' distribution',0.025969,' model',0.017169,' theory',0.012079,' set',0.012019,' list',0.011697,' good',0.011004,' nice',0.009817,' data',0.009421
186, when you get new info. Example: You've got a coin,' that',0.154359,2.696,1,' that',0.154359,' with',0.122821,' flip',0.054915,' toss',0.048664,' you',0.047892,' in',0.046604,"','",0.032944,' of',0.028437,'.',0.020813,' distribution',0.020381
187, you get new info. Example: You've got a coin that,' might',0.001074,9.863,not_in_top10,"""'s""",0.293522,' you',0.176348,' is',0.087844,' has',0.075574,' was',0.035111,' looks',0.028272,' says',0.021026,' doesn',0.011786,' can',0.006828,' tells',0.006642
188,et new info. Example: You've got a coin that might,' be',0.363070,1.462,1,' be',0.363070,' have',0.152718,' not',0.035890,' look',0.034086,' change',0.021105,' go',0.020794,' get',0.014014,' seem',0.013595,' make',0.010731,' hold',0.010420
189,new info. Example: You've got a coin that might be,' rigged',0.000382,11.353,not_in_top10,' worth',0.236440,' a',0.048970,' in',0.028308,' the',0.017687,' called',0.017328,' more',0.016137,' better',0.014028,' up',0.012781,' $',0.010908,' good',0.009999
190,o. Example: You've got a coin that might be rigged,'.',0.058563,4.094,4,' to',0.344061,' up',0.085236,' with',0.064493,'.',0.058563,"','",0.049831,' in',0.038837,' by',0.037640,' for',0.035475,' against',0.030602,' and',0.025238
191,. Example: You've got a coin that might be rigged.,' To',0.006896,7.180,not_in_top10,' You',0.231626,' If',0.054214,' The',0.051071,' Suppose',0.043266,'\n',0.041813,' Now',0.027200,' It',0.026283,' A',0.024188,' When',0.023625,' In',0.020525
192,xample: You've got a coin that might be rigged. To,' keep',0.016292,5.940,not_in_top10,' get',0.123176,' find',0.073261,' make',0.059910,' update',0.035124,' change',0.032374,' see',0.028220,' test',0.024595,' calculate',0.020892,' fix',0.016928,' check',0.016435
193,e: You've got a coin that might be rigged. To keep,' it',0.310060,1.689,1,' it',0.310060,' track',0.132399,' the',0.129784,' your',0.055387,' from',0.045083,' things',0.038857,' you',0.025443,' up',0.020246,' that',0.016574,' a',0.012224
194,You've got a coin that might be rigged. To keep it,' simple',0.025747,5.279,6,' from',0.258840,' in',0.068725,' honest',0.064759,' rigged',0.058368,' safe',0.031210,' simple',0.025747,' fair',0.024522,' up',0.022281,' interesting',0.014885,' stable',0.014493
195,got a coin that might be rigged. To keep it simple,"','",0.816296,0.293,1,"','",0.816296,' you',0.039432,' and',0.026720,':',0.020104,' for',0.014809,' (',0.009070,' we',0.006079,' in',0.005586,'—',0.004315,' with',0.003457
196,"ot a coin that might be rigged. To keep it simple,",' let',0.091700,3.447,2,' you',0.406681,' let',0.091700,' we',0.029327,' the',0.025381,' it',0.019316,' suppose',0.017597,' if',0.016670,' just',0.014454,' your',0.011138,' make',0.008964
197," coin that might be rigged. To keep it simple, let","""'s""",0.869494,0.202,1,"""'s""",0.869494,' us',0.019167,' me',0.009827,' the',0.008501,' s',0.005792,' P',0.004662,' p',0.004373,' you',0.003502,' it',0.003208,' a',0.002876
198,"oin that might be rigged. To keep it simple, let's",' say',0.242619,2.043,1,' say',0.242619,' assume',0.185852,' take',0.042559,' just',0.024942,' call',0.022717,' use',0.020209,' pretend',0.020096,' look',0.014979,' try',0.014534,' make',0.014309
199,"that might be rigged. To keep it simple, let's say",' there',0.010379,6.590,8,' you',0.572550,' that',0.128121,' we',0.058553,' it',0.038912,' the',0.034771,' your',0.029950,"','",0.012946,' there',0.010379,' a',0.010178,' p',0.006249
200,"ight be rigged. To keep it simple, let's say there",' are',0.299518,1.739,2,"""'s""",0.475041,' are',0.299518,' is',0.119904,' were',0.042745,' was',0.023697,' has',0.004210,' have',0.004196,' aren',0.003795,' isn',0.003281,' exists',0.002744
201," be rigged. To keep it simple, let's say there are",' only',0.033480,4.901,8,' two',0.195088,' three',0.063388,' 10',0.053334,' four',0.044276,' five',0.039294,' a',0.037314,' no',0.036860,' only',0.033480,' 1',0.023631,' 2',0.022531
202,"igged. To keep it simple, let's say there are only",' two',0.234050,2.095,1,' two',0.234050,' three',0.088042,' four',0.063769,' a',0.054125,' 1',0.049802,' one',0.039170,' 10',0.037672,' 2',0.037486,' five',0.032876,' 3',0.026399
203,"d. To keep it simple, let's say there are only two",' options',0.002353,8.731,not_in_top10,' coins',0.135963,' possible',0.065221,' coin',0.050341,' distributions',0.042881,' pairs',0.020833,' inputs',0.019111,' known',0.016635,' different',0.016456,' ways',0.015046,' choices',0.014793
204,"ep it simple, let's say there are only two options",':',0.339531,1.558,1,':',0.339531,' for',0.181665,'.',0.137559,"','",0.071610,' to',0.056850,' in',0.023241,' (',0.018050,' on',0.015347,' and',0.014622,' when',0.012531
205,"p it simple, let's say there are only two options:",' it',0.001773,9.140,not_in_top10,' 1',0.143026,' either',0.086816,'\n',0.064038,' Either',0.047825,' you',0.041277,' one',0.030015,' You',0.023527,' (',0.023120,' a',0.022795,' A',0.019368
206,"t simple, let's say there are only two options: it","""'s""",0.319869,1.644,1,"""'s""",0.319869,' can',0.139427,' could',0.068520,' might',0.037028,' has',0.033245,' doesn',0.030546,' will',0.025237,' should',0.022509,' is',0.020803,' won',0.018691
207,"simple, let's say there are only two options: it's",' either',0.027014,5.210,4,' a',0.270366,' rigged',0.069022,' not',0.036349,' either',0.027014,' an',0.023393,' the',0.021930,' possible',0.020401,' going',0.014758,' true',0.011469,' up',0.010759
208, let's say there are only two options: it's either,' fair',0.000347,11.493,not_in_top10,' a',0.086523,' you',0.048751,' to',0.047833,' the',0.032261,' 1',0.027385,' buy',0.023641,' bet',0.022083,' that',0.018788,' coin',0.017318,' go',0.016595
209,s say there are only two options: it's either fair,' (',0.033359,4.906,4,' or',0.664489,' to',0.106490,"','",0.092123,' (',0.033359,' coin',0.020830,' and',0.016397,' that',0.006189,' for',0.004247,' enough',0.002935,'/',0.002313
210,say there are only two options: it's either fair (,'50',0.000372,11.392,not_in_top10,'the',0.063448,'a',0.045642,'i',0.045210,'in',0.038117,'where',0.030136,'which',0.027798,'that',0.022728,'or',0.021860,'fair',0.021020,'if',0.019150
211,y there are only two options: it's either fair (50,'/',0.062014,4.011,3,'%',0.344637,'%)',0.247250,'/',0.062014,"'%,'",0.035243,"'%),'",0.032554,' percent',0.029293,' cents',0.025787,'-',0.023877,')',0.021037,"','",0.013516
212, there are only two options: it's either fair (50/,'50',0.751585,0.412,1,'50',0.751585,'100',0.030043,'1',0.027809,'20',0.022480,'5',0.018062,'10',0.016999,'2',0.016246,'0',0.010349,'25',0.008184,'49',0.006162
213,here are only two options: it's either fair (50/50,' for',0.004476,7.804,not_in_top10,')',0.552519,"'),'",0.149927,"','",0.028927,' coin',0.014520,' or',0.013510,'/',0.013178,' =',0.011548,' chance',0.011093,' odds',0.006293,'=',0.005926
214, are only two options: it's either fair (50/50 for,' heads',0.000450,11.119,not_in_top10,' the',0.108929,' a',0.090373,' 50',0.050792,' all',0.046451,' 1',0.036432,' each',0.035359,' fair',0.018831,' both',0.014583,' some',0.013287,' 100',0.013077
215,nly two options: it's either fair (50/50 for heads,'/',0.005694,7.456,not_in_top10,')',0.335894,"','",0.136147,"'),'",0.126051,' and',0.118414,' of',0.040845,' up',0.030430,' or',0.024511,' that',0.019251,' with',0.008297,' on',0.008012
216,ly two options: it's either fair (50/50 for heads/,'tails',0.055168,4.180,2,'t',0.068962,'tails',0.055168,'heads',0.046747,'abs',0.035304,'n',0.027691,'b',0.015918,'tw',0.015369,'d',0.012971,'p',0.012571,'h',0.011674
217,o options: it's either fair (50/50 for heads/tails,')',0.439474,1.186,1,')',0.439474,"'),'",0.220624,"','",0.102503,' and',0.050261,'/',0.048502,' or',0.018496,' of',0.011486,').',0.004035,' to',0.003755,' etc',0.003720
218, options: it's either fair (50/50 for heads/tails),' or',0.977068,0.033,1,' or',0.977068,' and',0.008781,' to',0.001246,' (',0.000986,' with',0.000832,'\n',0.000723,' OR',0.000654,' that',0.000647,' for',0.000635,' in',0.000413
219,tions: it's either fair (50/50 for heads/tails) or,' it',0.087813,3.509,1,' it',0.087813,' not',0.063798,' a',0.036618,' bad',0.034957,' stupid',0.021813,' unfair',0.020188,' fair',0.016498,' just',0.013904,' the',0.012605,' you',0.012544
220,ns: it's either fair (50/50 for heads/tails) or it,"""'s""",0.942652,0.085,1,"""'s""",0.942652,' is',0.011746,' doesn',0.005971,' isn',0.005783,' might',0.004733,' has',0.003531,' can',0.002253,' should',0.001711,' could',0.001533,' will',0.001264
221,: it's either fair (50/50 for heads/tails) or it's,' biased',0.002156,8.857,not_in_top10,' not',0.183496,' a',0.061075,' just',0.030200,' bad',0.030077,' fair',0.028187,' rigged',0.015789,' too',0.012608,' unfair',0.011926,' stupid',0.010866,' totally',0.010644
222,either fair (50/50 for heads/tails) or it's biased,' toward',0.007221,7.113,8,' (',0.594712,'.',0.214508,"','",0.023483,' to',0.016496,':',0.010878,' against',0.007778,' towards',0.007549,' toward',0.007221,'—',0.007045,' and',0.006471
223,fair (50/50 for heads/tails) or it's biased toward,' tails',0.109671,3.189,3,' heads',0.230136,' the',0.155707,' tails',0.109671,' one',0.032717,' a',0.029592,' fair',0.020056,' head',0.013252,' being',0.007852,' either',0.007072,' those',0.006334
