Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
208,93105118548074462379962749567351885752724891227938,'18',0.009436,6.728,not_in_top10,'60',0.013755,'25',0.012601,'99',0.012409,'75',0.012064,'40',0.011496,'50',0.011005,'67',0.010954,'37',0.010939,'39',0.010849,'16',0.010558
209,10511854807446237996274956735188575272489122793818,'301',0.001258,9.634,not_in_top10,'14',0.013978,'55',0.012882,'58',0.012660,'25',0.012257,'59',0.012181,'01',0.012146,'48',0.011887,'75',0.011870,'24',0.011716,'12',0.011424
210,11854807446237996274956735188575272489122793818301,'19',0.005144,7.603,not_in_top10,'8',0.044952,'9',0.042837,'7',0.023855,'5',0.019564,'6',0.017576,'08',0.012990,'09',0.012081,'4',0.011506,'55',0.009894,'24',0.009344
211,85480744623799627495673518857527248912279381830119,'49',0.012019,6.379,not_in_top10,'08',0.036264,'09',0.032414,'07',0.025422,'05',0.021563,'17',0.017926,'04',0.017539,'06',0.016840,'18',0.015727,'14',0.015629,'01',0.015221
212,48074462379962749567351885752724891227938183011949,'12',0.015246,6.035,2,'01',0.015451,'12',0.015246,'08',0.014174,'17',0.013208,'14',0.012907,'09',0.012659,'60',0.012346,'29',0.012247,'55',0.011567,'18',0.011457
213,07446237996274956735188575272489122793818301194912,'98',0.008848,6.820,not_in_top10,'14',0.015467,'17',0.013854,'75',0.013677,'16',0.013621,'13',0.013185,'12',0.013042,'25',0.012920,'01',0.012551,'60',0.012545,'18',0.012504
214,44623799627495673518857527248912279381830119491298,'33',0.008061,6.955,not_in_top10,'14',0.013559,'55',0.011032,'35',0.010910,'16',0.010762,'17',0.010705,'29',0.010606,'24',0.010579,'25',0.010390,'18',0.010336,'12',0.010187
215,62379962749567351885752724891227938183011949129833,'67',0.008993,6.797,not_in_top10,'99',0.015599,'75',0.015306,'14',0.013748,'60',0.013684,'27',0.013507,'29',0.012499,'45',0.012374,'89',0.012303,'17',0.012287,'25',0.012150
216,37996274956735188575272489122793818301194912983367,'336',0.000468,11.062,not_in_top10,'89',0.013951,'75',0.012945,'27',0.011879,'14',0.011796,'29',0.011376,'16',0.011242,'17',0.011148,'15',0.010608,'12',0.010493,'24',0.010406
217,96274956735188575272489122793818301194912983367336,'24',0.023425,5.416,5,'36',0.026169,'29',0.024628,'99',0.024059,'39',0.023823,'24',0.023425,'33',0.022346,'25',0.021354,'38',0.021073,'26',0.020701,'37',0.020141
218,27495673518857527248912279381830119491298336733624,'40',0.008115,6.945,not_in_top10,'01',0.014324,'59',0.013356,'55',0.012666,'29',0.012166,'14',0.012082,'75',0.012052,'27',0.011549,'39',0.011303,'45',0.011094,'25',0.011082
219,49567351885752724891227938183011949129833673362440,'656',0.000867,10.172,not_in_top10,'49',0.017162,'39',0.017004,'40',0.016044,'67',0.015889,'38',0.015591,'37',0.015099,'48',0.015032,'64',0.014894,'60',0.014881,'77',0.014506
220,67351885752724891227938183011949129833673362440656,'64',0.024690,5.340,3,'33',0.030174,'24',0.026317,'64',0.024690,'36',0.024659,'34',0.024262,'16',0.024157,'15',0.022251,'38',0.021546,'35',0.020934,'17',0.020647
221,35188575272489122793818301194912983367336244065664,'308',0.000737,10.406,not_in_top10,'14',0.014863,'75',0.014817,'99',0.014390,'16',0.014369,'60',0.013840,'15',0.012400,'12',0.011716,'17',0.011698,'45',0.011567,'64',0.011497
222,88575272489122793818301194912983367336244065664308,'602',0.000107,13.187,not_in_top10,'45',0.017826,'26',0.017409,'27',0.016954,'14',0.016558,'28',0.016406,'68',0.016337,'75',0.015804,'39',0.015794,'13',0.015549,'18',0.015249
223,75272489122793818301194912983367336244065664308602,'139',0.016094,5.957,9,'105',0.020339,'127',0.020140,'147',0.018807,'157',0.018768,'138',0.018089,'107',0.017701,'106',0.017491,'178',0.017482,'139',0.016094,'159',0.015942
224,72489122793818301194912983367336244065664308602139,'49',0.012034,6.377,not_in_top10,'17',0.018693,'01',0.018596,'08',0.017472,'12',0.016567,'13',0.016293,'48',0.015736,'18',0.015498,'27',0.015414,'45',0.014901,'14',0.014568
225,48912279381830119491298336733624406566430860213949,'46',0.006040,7.371,not_in_top10,'12',0.014753,'08',0.014605,'01',0.014137,'17',0.013656,'09',0.012771,'59',0.012480,'27',0.012475,'29',0.012445,'55',0.012254,'48',0.012238
226,91227938183011949129833673362440656643086021394946,'39',0.013992,6.159,not_in_top10,'25',0.027003,'30',0.024914,'15',0.024448,'24',0.020550,'40',0.020204,'99',0.019511,'33',0.019359,'11',0.019342,'29',0.019130,'16',0.019038
227,22793818301194912983367336244065664308602139494639,'52',0.001245,9.649,not_in_top10,'01',0.018966,'08',0.016775,'12',0.015647,'09',0.015260,'55',0.014733,'17',0.014448,'29',0.013770,'07',0.013740,'27',0.012144,'18',0.011949
228,79381830119491298336733624406566430860213949463952,'247',0.003727,8.068,not_in_top10,'10',0.054687,'12',0.050958,'14',0.049601,'50',0.043640,'16',0.039883,'60',0.037422,'11',0.036506,'30',0.036136,'15',0.034642,'13',0.033314
229,81830119491298336733624406566430860213949463952247,'37',0.014543,6.104,not_in_top10,'45',0.027097,'39',0.021020,'27',0.020992,'26',0.020467,'18',0.019982,'24',0.019374,'01',0.019162,'17',0.019010,'28',0.018657,'29',0.018506
230,83011949129833673362440656643086021394946395224737,'190',0.000454,11.106,not_in_top10,'75',0.015146,'99',0.013797,'89',0.013263,'17',0.013169,'14',0.012843,'88',0.012488,'12',0.012390,'27',0.012049,'64',0.011600,'18',0.011176
231,11949129833673362440656643086021394946395224737190,'70',0.016760,5.899,not_in_top10,'39',0.037210,'33',0.036484,'38',0.035681,'27',0.033217,'37',0.031878,'35',0.027721,'36',0.027193,'28',0.023633,'75',0.022926,'67',0.022671
232,94912983367336244065664308602139494639522473719070,'217',0.001135,9.783,not_in_top10,'64',0.016937,'27',0.016303,'49',0.016133,'48',0.016105,'99',0.015975,'55',0.015899,'40',0.015163,'59',0.014665,'75',0.014466,'39',0.014452
233,12983367336244065664308602139494639522473719070217,'98',0.006303,7.310,not_in_top10,'01',0.018594,'12',0.013367,'14',0.013355,'09',0.013043,'17',0.012886,'55',0.012880,'48',0.011877,'18',0.011537,'59',0.011499,'16',0.011428
234,98336733624406566430860213949463952247371907021798,'609',0.000916,10.093,not_in_top10,'14',0.012884,'12',0.011915,'55',0.011322,'25',0.011209,'17',0.010870,'35',0.010807,'24',0.010622,'16',0.010381,'60',0.010073,'29',0.009984
235,36733624406566430860213949463952247371907021798609,'43',0.007428,7.073,not_in_top10,'08',0.025620,'09',0.022695,'07',0.021169,'14',0.018645,'12',0.018442,'48',0.018056,'17',0.017355,'29',0.015834,'45',0.015690,'44',0.015631
236,73362440656643086021394946395224737190702179860943,'70',0.014605,6.097,not_in_top10,'30',0.036113,'60',0.035583,'75',0.032013,'01',0.028424,'25',0.026572,'80',0.025446,'14',0.024787,'27',0.024307,'99',0.024199,'24',0.022893
237,36244065664308602139494639522473719070217986094370,'27',0.015855,5.979,4,'75',0.017009,'59',0.016525,'48',0.016184,'27',0.015855,'55',0.015646,'29',0.015012,'64',0.014860,'49',0.014331,'39',0.014208,'38',0.013853
238,24406566430860213949463952247371907021798609437027,'705',0.000686,10.510,not_in_top10,'01',0.014684,'12',0.013128,'17',0.012733,'27',0.012469,'29',0.012236,'24',0.012193,'25',0.012020,'89',0.011819,'55',0.011727,'48',0.011405
239,06566430860213949463952247371907021798609437027705,'39',0.033583,4.896,1,'39',0.033583,'38',0.027932,'27',0.025140,'33',0.023200,'64',0.022992,'23',0.022774,'26',0.021906,'35',0.021779,'34',0.021707,'36',0.020913
240,56643086021394946395224737190702179860943702770539,'217',0.000785,10.315,not_in_top10,'01',0.015923,'12',0.015036,'09',0.014932,'08',0.014894,'17',0.014588,'55',0.013841,'18',0.012822,'14',0.012540,'16',0.012487,'40',0.012115
241,43086021394946395224737190702179860943702770539217,'176',0.000419,11.222,not_in_top10,'01',0.020322,'12',0.014288,'58',0.013555,'55',0.013537,'17',0.013536,'59',0.013414,'14',0.013067,'09',0.012968,'18',0.012910,'10',0.012183
242,86021394946395224737190702179860943702770539217176,'293',0.000313,11.642,not_in_top10,'25',0.026128,'17',0.025439,'13',0.024505,'33',0.023976,'18',0.023556,'15',0.022373,'38',0.021419,'19',0.021241,'23',0.021005,'24',0.020642
243,21394946395224737190702179860943702770539217176293,'176',0.003101,8.333,not_in_top10,'17',0.029980,'24',0.028007,'14',0.025218,'13',0.024942,'27',0.023022,'18',0.022078,'16',0.021458,'11',0.020336,'19',0.019922,'25',0.019135
244,94946395224737190702179860943702770539217176293176,'75',0.016325,5.937,not_in_top10,'13',0.025818,'01',0.025049,'33',0.024019,'25',0.023985,'15',0.022219,'18',0.021857,'17',0.021486,'16',0.021003,'38',0.020940,'14',0.020467
245,94639522473719070217986094370277053921717629317675,'23',0.010074,6.633,not_in_top10,'27',0.013172,'14',0.013135,'24',0.011481,'89',0.011467,'16',0.011428,'75',0.011339,'48',0.010910,'17',0.010647,'39',0.010453,'45',0.010096
246,63952247371907021798609437027705392171762931767523,'84',0.005403,7.532,not_in_top10,'75',0.015513,'89',0.014735,'45',0.014541,'99',0.014100,'14',0.012800,'44',0.012417,'60',0.012343,'17',0.012294,'27',0.012257,'49',0.012171
247,95224737190702179860943702770539217176293176752384,'67',0.008110,6.946,not_in_top10,'64',0.025673,'75',0.023027,'01',0.022403,'14',0.022328,'27',0.020639,'16',0.020517,'17',0.020495,'25',0.019968,'45',0.019960,'29',0.019738
248,22473719070217986094370277053921717629317675238467,'48',0.007755,7.011,not_in_top10,'89',0.015444,'14',0.014023,'17',0.013919,'75',0.013210,'16',0.012966,'12',0.012403,'15',0.011896,'29',0.011567,'27',0.011468,'13',0.010614
249,47371907021798609437027705392171762931767523846748,'184',0.000411,11.247,not_in_top10,'16',0.013686,'12',0.013622,'60',0.013442,'14',0.013395,'27',0.012811,'29',0.012730,'25',0.012305,'75',0.012279,'15',0.011726,'50',0.011640
250,71907021798609437027705392171762931767523846748184,'67',0.008740,6.838,not_in_top10,'28',0.023620,'26',0.022704,'27',0.022115,'75',0.021809,'64',0.021429,'99',0.021165,'16',0.021144,'38',0.020813,'25',0.020781,'24',0.020495
251,90702179860943702770539217176293176752384674818467,'669',0.001082,9.852,not_in_top10,'89',0.015442,'14',0.013254,'12',0.012237,'27',0.011887,'17',0.011837,'75',0.011829,'16',0.011655,'29',0.011587,'15',0.011392,'24',0.010705
252,02179860943702770539217176293176752384674818467669,'405',0.000756,10.370,not_in_top10,'12',0.023868,'14',0.017840,'17',0.017338,'36',0.017255,'48',0.017224,'18',0.017212,'33',0.016196,'47',0.015663,'29',0.015513,'35',0.015482
253,79860943702770539217176293176752384674818467669405,'13',0.015092,6.050,not_in_top10,'27',0.025990,'26',0.024015,'45',0.023755,'28',0.023524,'17',0.022009,'39',0.021959,'23',0.021490,'64',0.021340,'29',0.020804,'16',0.020601
254,86094370277053921717629317675238467481846766940513,'2000',0.000085,13.529,not_in_top10,'17',0.013842,'75',0.013379,'16',0.013158,'99',0.012776,'14',0.012377,'25',0.012192,'44',0.012047,'49',0.011937,'12',0.011934,'15',0.011912
255,43702770539217176293176752384674818467669405132000,'568',0.000620,10.656,not_in_top10,'9',0.053249,'8',0.041329,'7',0.019325,'6',0.018630,'5',0.017745,'33',0.012850,'95',0.012726,'98',0.012062,'25',0.010839,'24',0.010651
256,02770539217176293176752384674818467669405132000568,'127',0.000713,10.453,not_in_top10,'75',0.016552,'59',0.014763,'27',0.014221,'67',0.013146,'45',0.013096,'36',0.012569,'28',0.012173,'35',0.012118,'47',0.012020,'78',0.011933
257,70539217176293176752384674818467669405132000568127,'145',0.000743,10.394,not_in_top10,'45',0.024883,'75',0.023185,'99',0.022823,'27',0.018443,'01',0.018301,'33',0.018106,'28',0.018015,'39',0.017917,'64',0.017853,'16',0.017520
258,39217176293176752384674818467669405132000568127145,'26',0.019194,5.703,not_in_top10,'39',0.024900,'45',0.024738,'27',0.023741,'75',0.023330,'38',0.022716,'67',0.022008,'99',0.021298,'37',0.020987,'64',0.020895,'60',0.020786
259,21717629317675238467481846766940513200056812714526,'35',0.011948,6.387,7,'55',0.014861,'25',0.012838,'60',0.012373,'33',0.012369,'14',0.012101,'59',0.012016,'35',0.011948,'75',0.011460,'12',0.011423,'17',0.011387
260,71762931767523846748184676694051320005681271452635,'608',0.000738,10.404,not_in_top10,'75',0.013304,'27',0.013206,'39',0.012860,'89',0.012687,'67',0.012390,'60',0.012232,'77',0.012046,'29',0.011462,'45',0.011384,'99',0.011330
261,62931767523846748184676694051320005681271452635608,'27',0.016844,5.892,3,'14',0.019253,'28',0.017108,'27',0.016844,'13',0.016731,'39',0.016592,'29',0.016235,'18',0.016216,'16',0.015721,'48',0.015367,'59',0.014982
262,93176752384674818467669405132000568127145263560827,'785',0.000575,10.764,not_in_top10,'01',0.013816,'17',0.013023,'27',0.012581,'14',0.012453,'18',0.012185,'16',0.012089,'12',0.011980,'24',0.011784,'29',0.011750,'35',0.011487
263,76752384674818467669405132000568127145263560827785,'77',0.002466,8.663,not_in_top10,'27',0.024971,'39',0.022186,'38',0.020377,'17',0.019761,'47',0.018157,'37',0.017817,'28',0.017777,'67',0.017758,'23',0.017291,'16',0.017071
264,75238467481846766940513200056812714526356082778577,'134',0.000526,10.893,not_in_top10,'14',0.012395,'29',0.012086,'75',0.012028,'17',0.011867,'99',0.011559,'12',0.011535,'16',0.011400,'27',0.011397,'25',0.011199,'15',0.010666
265,38467481846766940513200056812714526356082778577134,'275',0.001263,9.628,not_in_top10,'37',0.029413,'64',0.027170,'27',0.024802,'24',0.024710,'26',0.024258,'25',0.023733,'33',0.023571,'75',0.023055,'99',0.022673,'38',0.022183
266,67481846766940513200056812714526356082778577134275,'77',0.003423,8.191,not_in_top10,'27',0.030942,'99',0.024733,'23',0.021355,'26',0.020985,'39',0.020811,'24',0.020519,'28',0.020347,'29',0.018822,'45',0.017809,'25',0.017652
267,48184676694051320005681271452635608277857713427577,'89',0.009860,6.664,not_in_top10,'99',0.012612,'75',0.012400,'14',0.012090,'27',0.011664,'17',0.011615,'29',0.011336,'12',0.011131,'15',0.010933,'16',0.010902,'77',0.010847
268,18467669405132000568127145263560827785771342757789,'609',0.000918,10.090,not_in_top10,'08',0.020448,'7',0.019442,'09',0.016596,'01',0.015484,'07',0.015330,'12',0.013242,'14',0.012478,'06',0.011997,'17',0.011703,'29',0.011227
269,67669405132000568127145263560827785771342757789609,'17',0.016034,5.963,10,'08',0.023399,'12',0.021955,'14',0.019450,'09',0.018956,'48',0.018625,'44',0.017118,'07',0.017107,'47',0.016401,'13',0.016214,'17',0.016034
270,66940513200056812714526356082778577134275778960917,'36',0.008168,6.936,not_in_top10,'01',0.016982,'14',0.013740,'48',0.012902,'12',0.012169,'75',0.011853,'17',0.011834,'27',0.011790,'13',0.011698,'18',0.011625,'16',0.011575
271,94051320005681271452635608277857713427577896091736,'37',0.009127,6.776,not_in_top10,'75',0.015576,'89',0.014970,'99',0.014444,'25',0.012719,'50',0.012717,'60',0.012193,'01',0.012171,'12',0.011253,'29',0.011181,'14',0.011158
272,05132000568127145263560827785771342757789609173637,'178',0.000746,10.389,not_in_top10,'99',0.014363,'75',0.014354,'17',0.013158,'89',0.012986,'14',0.012531,'18',0.012176,'64',0.012045,'39',0.011975,'16',0.011730,'12',0.011712
273,32000568127145263560827785771342757789609173637178,'72',0.002201,8.828,not_in_top10,'48',0.021212,'49',0.019498,'27',0.015431,'47',0.015343,'14',0.014966,'13',0.014689,'68',0.014542,'18',0.014294,'17',0.013796,'67',0.013771
274,00056812714526356082778577134275778960917363717872,'14',0.036521,4.775,7,'10',0.058522,'12',0.050794,'16',0.047167,'15',0.046023,'60',0.044149,'11',0.038215,'14',0.036521,'13',0.035156,'30',0.033696,'17',0.033300
275,05681271452635608277857713427577896091736371787214,'68',0.008487,6.881,not_in_top10,'01',0.016000,'75',0.012994,'59',0.012991,'25',0.012577,'09',0.012195,'89',0.012173,'55',0.011793,'17',0.011656,'12',0.011624,'14',0.011620
276,68127145263560827785771342757789609173637178721468,'440',0.001427,9.453,not_in_top10,'75',0.013643,'29',0.012887,'25',0.012249,'14',0.011895,'27',0.011429,'16',0.011190,'60',0.011137,'50',0.010919,'28',0.010790,'89',0.010764
277,27145263560827785771342757789609173637178721468440,'901',0.000908,10.105,not_in_top10,'9',0.061356,'8',0.056027,'7',0.030875,'6',0.028352,'5',0.025317,'4',0.012393,'49',0.012378,'59',0.011762,'48',0.011097,'89',0.011041
278,45263560827785771342757789609173637178721468440901,'224',0.000311,11.651,not_in_top10,'55',0.017095,'58',0.013753,'48',0.013733,'33',0.013698,'59',0.012792,'14',0.012761,'45',0.012677,'12',0.012501,'27',0.012293,'75',0.012261
279,63560827785771342757789609173637178721468440901224,'95',0.006572,7.249,not_in_top10,'9',0.015568,'8',0.015022,'14',0.014142,'55',0.012786,'16',0.012197,'59',0.011481,'17',0.011476,'15',0.011256,'18',0.011089,'12',0.010693
280,56082778577134275778960917363717872146844090122495,'34',0.011655,6.423,not_in_top10,'14',0.017903,'60',0.017660,'45',0.017061,'16',0.017041,'17',0.016833,'39',0.016617,'27',0.016380,'64',0.016095,'99',0.015777,'01',0.015224
281,08277857713427577896091736371787214684409012249534,'301',0.001602,9.286,not_in_top10,'75',0.016881,'99',0.014554,'14',0.014240,'60',0.013591,'12',0.013499,'17',0.013480,'01',0.013327,'25',0.012608,'16',0.012544,'13',0.011952
282,77857713427577896091736371787214684409012249534301,'465',0.000821,10.250,not_in_top10,'8',0.043048,'9',0.039160,'7',0.020734,'5',0.017514,'6',0.015603,'08',0.013164,'09',0.011746,'4',0.010811,'55',0.009747,'24',0.009441
283,57713427577896091736371787214684409012249534301465,'49',0.011577,6.433,7,'39',0.012158,'36',0.012142,'16',0.012064,'27',0.011815,'47',0.011679,'64',0.011601,'49',0.011577,'14',0.011486,'38',0.011444,'24',0.011350
284,71342757789609173637178721468440901224953430146549,'585',0.000648,10.591,not_in_top10,'01',0.018131,'12',0.015019,'08',0.014757,'17',0.013459,'09',0.013255,'14',0.013010,'18',0.011735,'55',0.011599,'29',0.011385,'60',0.011176
285,42757789609173637178721468440901224953430146549585,'37',0.013623,6.198,not_in_top10,'27',0.024566,'39',0.021064,'67',0.020771,'64',0.020114,'34',0.018139,'47',0.017727,'14',0.017160,'16',0.016083,'35',0.015612,'28',0.015179
286,75778960917363717872146844090122495343014654958537,'10',0.012226,6.354,8,'75',0.014307,'99',0.013469,'17',0.013419,'12',0.013313,'14',0.013292,'16',0.013111,'89',0.012261,'10',0.012226,'27',0.012163,'25',0.012021
287,77896091736371787214684409012249534301465495853710,'50',0.008924,6.808,not_in_top10,'59',0.022127,'48',0.020805,'39',0.020464,'65',0.020462,'49',0.020108,'55',0.018496,'67',0.017916,'64',0.017766,'75',0.017611,'95',0.016549
288,89609173637178721468440901224953430146549585371050,'79',0.010610,6.558,not_in_top10,'27',0.016529,'48',0.016103,'75',0.014719,'89',0.014518,'59',0.014355,'39',0.014090,'55',0.014079,'33',0.013900,'47',0.013756,'45',0.013747
289,60917363717872146844090122495343014654958537105079,'22',0.006174,7.340,not_in_top10,'01',0.015045,'12',0.012119,'29',0.011865,'55',0.011238,'08',0.011229,'14',0.011155,'09',0.011094,'16',0.010827,'17',0.010658,'25',0.010478
290,91736371787214684409012249534301465495853710507922,'79',0.009644,6.696,not_in_top10,'60',0.017639,'99',0.017567,'75',0.015524,'89',0.015488,'14',0.014596,'17',0.013859,'25',0.013659,'16',0.013109,'24',0.012990,'98',0.012768
291,73637178721468440901224953430146549585371050792279,'689',0.000653,10.581,not_in_top10,'01',0.014133,'12',0.013578,'08',0.012517,'17',0.012218,'14',0.012034,'55',0.011759,'09',0.011727,'29',0.011379,'16',0.011259,'18',0.011144
292,37178721468440901224953430146549585371050792279689,'25',0.009161,6.770,not_in_top10,'14',0.018286,'27',0.018252,'17',0.018020,'18',0.017930,'48',0.017629,'28',0.017350,'12',0.017259,'47',0.017127,'13',0.016783,'29',0.016328
293,17872146844090122495343014654958537105079227968925,'89',0.010678,6.549,not_in_top10,'27',0.014622,'48',0.013764,'60',0.013744,'59',0.013430,'55',0.012514,'39',0.012472,'77',0.012470,'24',0.012239,'58',0.012133,'14',0.012083
294,87214684409012249534301465495853710507922796892589,'23',0.006673,7.227,not_in_top10,'08',0.019526,'7',0.017880,'09',0.015047,'01',0.014227,'07',0.013663,'12',0.013214,'14',0.012858,'06',0.011663,'48',0.011364,'45',0.011274
295,21468440901224953430146549585371050792279689258923,'54',0.005236,7.577,not_in_top10,'75',0.015222,'99',0.013532,'45',0.013513,'60',0.013475,'14',0.012915,'44',0.012577,'27',0.012515,'29',0.012470,'17',0.012001,'89',0.011600
296,46844090122495343014654958537105079227968925892354,'201',0.001179,9.728,not_in_top10,'75',0.023545,'64',0.022084,'14',0.021514,'25',0.020906,'27',0.019148,'16',0.018580,'99',0.018439,'17',0.018316,'15',0.018124,'60',0.018025
297,44090122495343014654958537105079227968925892354201,'99',0.007674,7.026,not_in_top10,'01',0.018135,'40',0.016230,'30',0.015874,'48',0.015155,'60',0.014953,'50',0.014847,'49',0.012286,'33',0.012281,'45',0.012230,'28',0.012090
298,09012249534301465495853710507922796892589235420199,'56',0.004479,7.803,not_in_top10,'55',0.014674,'17',0.013687,'58',0.013384,'59',0.013213,'48',0.013180,'12',0.013169,'14',0.012939,'01',0.011950,'18',0.011620,'08',0.011395
299,01224953430146549585371050792279689258923542019956,'112',0.000825,10.243,not_in_top10,'25',0.025035,'14',0.023574,'60',0.023299,'15',0.022132,'16',0.020513,'30',0.020240,'50',0.019516,'80',0.018807,'01',0.018119,'17',0.018078
300,24953430146549585371050792279689258923542019956112,'129',0.000516,10.921,not_in_top10,'9',0.034375,'8',0.033034,'7',0.027144,'6',0.019285,'5',0.016347,'75',0.010630,'50',0.009464,'4',0.009444,'89',0.009001,'55',0.008953
301,53430146549585371050792279689258923542019956112129,'02',0.002987,8.387,not_in_top10,'48',0.020178,'08',0.018344,'01',0.018277,'18',0.016739,'17',0.016059,'13',0.016045,'09',0.015704,'58',0.015551,'47',0.015503,'14',0.014853
302,43014654958537105079227968925892354201995611212902,'1960',0.000645,10.598,not_in_top10,'14',0.049491,'10',0.045820,'12',0.045087,'16',0.044740,'13',0.044711,'18',0.040465,'30',0.039393,'25',0.038252,'15',0.037840,'19',0.037816
303,46549585371050792279689258923542019956112129021960,'86',0.005299,7.560,not_in_top10,'33',0.014767,'48',0.014588,'9',0.013546,'75',0.013389,'36',0.013249,'35',0.013126,'60',0.012895,'27',0.012635,'49',0.012629,'38',0.012525
304,54958537105079227968925892354201995611212902196086,'403',0.000307,11.667,not_in_top10,'01',0.026129,'25',0.024884,'15',0.022369,'24',0.021932,'11',0.021664,'29',0.020794,'14',0.020283,'36',0.019949,'33',0.019321,'16',0.018946
305,58537105079227968925892354201995611212902196086403,'44',0.014959,6.063,not_in_top10,'24',0.034636,'26',0.030884,'25',0.030310,'17',0.028183,'28',0.027981,'27',0.027659,'23',0.025053,'18',0.024249,'16',0.022322,'22',0.021627
306,53710507922796892589235420199561121290219608640344,'18',0.009686,6.690,not_in_top10,'75',0.017232,'99',0.013057,'67',0.012617,'14',0.012328,'16',0.012160,'17',0.011727,'60',0.011650,'89',0.011332,'27',0.011305,'15',0.011181
307,71050792279689258923542019956112129021960864034418,'15',0.010254,6.608,not_in_top10,'14',0.014046,'01',0.013072,'55',0.012750,'27',0.012468,'58',0.012453,'12',0.012379,'16',0.012087,'24',0.012043,'25',0.012034,'17',0.011981
308,05079227968925892354201995611212902196086403441815,'98',0.008948,6.804,not_in_top10,'48',0.013702,'39',0.012488,'55',0.012390,'14',0.012324,'47',0.012274,'27',0.012014,'25',0.011936,'59',0.011898,'49',0.011815,'17',0.011754
309,07922796892589235420199561121290219608640344181598,'136',0.000364,11.423,not_in_top10,'14',0.012935,'29',0.010942,'25',0.010875,'35',0.010622,'55',0.010571,'12',0.010470,'17',0.010125,'16',0.009932,'45',0.009731,'27',0.009715
310,22796892589235420199561121290219608640344181598136,'29',0.021404,5.546,8,'25',0.032394,'99',0.031806,'37',0.027181,'33',0.025582,'24',0.025075,'75',0.024327,'36',0.021939,'29',0.021404,'11',0.021197,'15',0.020710
311,79689258923542019956112129021960864034418159813629,'77',0.008882,6.815,not_in_top10,'17',0.013196,'55',0.012230,'14',0.012114,'25',0.011775,'59',0.011716,'09',0.011530,'12',0.011506,'18',0.011370,'27',0.011332,'24',0.011265
312,68925892354201995611212902196086403441815981362977,'47',0.007054,7.147,not_in_top10,'99',0.013047,'75',0.012713,'17',0.011622,'29',0.011579,'14',0.011298,'35',0.011216,'25',0.011149,'27',0.010959,'23',0.010746,'40',0.010368
313,92589235420199561121290219608640344181598136297747,'71',0.000455,11.103,not_in_top10,'75',0.014278,'99',0.013237,'27',0.013162,'25',0.012621,'40',0.012503,'16',0.012252,'12',0.012248,'17',0.012222,'29',0.012158,'37',0.012019
314,58923542019956112129021960864034418159813629774771,'30',0.073464,3.767,5,'12',0.111245,'01',0.101471,'10',0.092245,'50',0.082825,'30',0.073464,'19',0.054893,'00',0.024757,'125',0.013393,'198',0.012596,'128',0.012252
315,92354201995611212902196086403441815981362977477130,'99',0.020470,5.610,1,'99',0.020470,'48',0.018199,'39',0.017478,'27',0.016831,'49',0.016776,'55',0.016585,'59',0.016336,'68',0.016017,'67',0.015964,'40',0.015791
316,35420199561121290219608640344181598136297747713099,'605',0.000515,10.922,not_in_top10,'01',0.016894,'08',0.015424,'55',0.014332,'17',0.013248,'09',0.013156,'48',0.013099,'14',0.012633,'12',0.012512,'59',0.011995,'44',0.011437
317,20199561121290219608640344181598136297747713099605,'18',0.018383,5.765,not_in_top10,'27',0.026617,'33',0.026281,'39',0.022979,'16',0.022564,'28',0.022257,'17',0.021664,'45',0.021433,'26',0.020971,'36',0.020619,'34',0.020398
318,19956112129021960864034418159813629774771309960518,'70',0.006494,7.267,not_in_top10,'14',0.014876,'58',0.012979,'12',0.012805,'13',0.012556,'55',0.012436,'48',0.012359,'16',0.012243,'01',0.012123,'25',0.012051,'17',0.011883
319,95611212902196086403441815981362977477130996051870,'72',0.002670,8.549,not_in_top10,'48',0.017198,'27',0.016537,'49',0.015541,'64',0.014417,'35',0.014222,'40',0.014158,'75',0.014133,'29',0.014114,'55',0.014094,'59',0.014074
320,61121290219608640344181598136297747713099605187072,'11',0.040011,4.643,7,'10',0.052402,'12',0.048622,'15',0.045483,'60',0.044756,'16',0.044386,'14',0.042007,'11',0.040011,'30',0.039757,'50',0.039013,'17',0.035939
321,12129021960864034418159813629774771309960518707211,'34',0.012857,6.281,not_in_top10,'75',0.015566,'88',0.015530,'01',0.015006,'89',0.014491,'67',0.014025,'12',0.013847,'77',0.013785,'55',0.013523,'10',0.013026,'49',0.012939
322,12902196086403441815981362977477130996051870721134,'9999',0.000181,12.431,not_in_top10,'75',0.016591,'99',0.014783,'25',0.013452,'14',0.013340,'60',0.013118,'17',0.013012,'12',0.012984,'01',0.012032,'16',0.011820,'27',0.011779
323,21960864034418159813629774771309960518707211349999,'998',0.002266,8.786,not_in_top10,'8',0.035395,'9',0.029135,'99',0.026809,'7',0.017226,'5',0.013373,'6',0.012969,'14',0.011792,'98',0.011593,'75',0.010201,'89',0.009301
